Customer Number_x,Account Name,Certificate Number,Registration Type,Certificate Status,Status Date,Address Line 1,Address Line 2,City-State-Zip,County,Customer Number_y,Year,Dogs,Cats,Guinea Pigs,Hamsters,Rabbits,Non-Human Primates,Sheep,Pigs,Other Farm Animals,All Other Animals,latitude,longitude,Exception Report
306,Pennsylvania State University,23-R-0021,Class R - Research Facility,Active,,Office for Research Protections,The 330 Building Suite 205,"University Park, PA 16802",Centre,306,2024,,,6.0,6.0,182.0,,23.0,49.0,19.0,,40.799672,-77.862339,True
307,The Rockefeller University,21-R-0226,Class R - Research Facility,Active,,1230 York Ave,Box 2,"New York, NY 10065",New York,307,2024,,,,,,122.0,,,,,40.762916,-73.956396,False
308,State University Of New York (UPSTATE MEDICAL UNIVERSITY),21-R-0037,Class R - Research Facility,Active,,"WEISKOTTEN HALL, 766 IRVING AVENUE",ROOM 4159,"SYRACUSE, NY 13210",Onondaga,308,2024,,,,,69.0,63.0,,37.0,,,43.039798,-76.138309,False
311,New York Medical College,21-R-0060,Class R - Research Facility,Active,,Department of Comparative Medicine,15 Dana Rd,"VALHALLA, NY 10595",Westchester,311,2024,,,,,33.0,,,7.0,,,41.09269,-73.76848,False
312,MOUNT SINAI SCHOOL OF MEDICINE,21-R-0040,Class R - Research Facility,Active,,ONE GUSTAVE L. LEVY PLACE  BOX 1031,,"NEW YORK, NY 10029",New York,312,2024,,,40.0,122.0,16.0,27.0,,220.0,,,40.79039,-73.953392,False
316,Carnegie Mellon University,23-R-0024,Class R - Research Facility,Active,,5000 FORBES AVE,WARNER HALL,"PITTSBURGH, PA 15213",Allegheny,316,2024,,,,,,34.0,,,,,40.444213,-79.943399,True
319,Long Island University,21-R-0058,Class R - Research Facility,Active,,"Long Island Univ Of Sponsored Research, University Center 700 Northern Blvd",UNIVERSITY CENTER 700 NORTHERN BLVD.,"Greenvale, NY 11548",Nassau,319,2024,,,,,12.0,,10.0,,28.0,,40.808996,-73.614595,False
326,Memorial Sloan-Kettering Cancer Center,21-R-0072,Class R - Research Facility,Active,,"417 East 68th Street, 9th Floor, Suite 920",,"New York, NY 10065",New York,326,2024,,,,6.0,,,,9.0,,,40.764876,-73.956723,True
328,Temple University,23-R-0027,Class R - Research Facility,Active,,3500 N BROAD STREET,MEDICAL EDUCATION & RESEARCH BUILDING RM 537,"PHILADELPHIA, PA 19140",Philadelphia,328,2024,17.0,18.0,,,,,,19.0,,,40.006978,-75.152225,True
330,Albany Medical College,21-R-0103,Class R - Research Facility,Active,,ANIMAL RESOURCES FACILITY,47 NEW SCOTLAND AVENUE,"ALBANY, NY 12208",Albany,330,2024,,,,,,,,10.0,,,42.654658,-73.805866,False
333,Montefiore Medical Center,21-R-0081,Class R - Research Facility,Active,,111 EAST 210 STREET,RESEARCH & SPONSORED PROGRAMS,"BRONX, NY 10467",Bronx,333,2024,,,,,,,,6.0,,,40.879872,-73.879896,False
336,Weill Cornell Medicine,21-R-0114,Class R - Research Facility,Active,,1300 York Avenue - Box 40,,"New York, NY 10065",New York,336,2024,,,,,65.0,13.0,,,,,40.764906,-73.954942,False
337,Childrens Hospital Of Philadelphia (JOSEPH STOKES JR RES INST),23-R-0033,Class R - Research Facility,Active,,3615 CIVIC CENTER BOULEVARD,,"PHILADELPHIA, PA 19104",Philadelphia,337,2024,,,2.0,,6.0,78.0,127.0,124.0,,,39.946681,-75.196245,False
339,Pfizer Global Research & Development,21-R-0088,Class R - Research Facility,Active,,66 Hudson Boulevard East,,"New York, NY 10001",New York,339,2024,381.0,,,134.0,362.0,673.0,,,,,40.755355,-74.000065,False
340,The Wistar Institute,23-R-0055,Class R - Research Facility,Active,,3601 SPRUCE STREET,,"PHILADELPHIA, PA 19104",Philadelphia,340,2024,,,,,,,,,,,39.951227,-75.195846,False
342,The Feinstein Institutes For Medical Research,21-R-0107,Class R - Research Facility,Active,,350 COMMUNITY DRIVE,Attn: Michelle Aparicio,"MANHASSET, NY 11030",Nassau,342,2024,,,,,8.0,,,12.0,,,40.775774,-73.702304,False
343,University Of Rochester (School Of Medicine & Dentistry),21-R-0109,Class R - Research Facility,Active,,601 ELMWOOD AVENUE,PO BOX 674,"ROCHESTER, NY 14642",Monroe,343,2024,,,,,14.0,123.0,15.0,,4.0,,43.122824,-77.623585,False
344,Saint Vincent College,23-R-0068,Class R - Research Facility,Active,,300 FRASER PURCHASE RD.,,"LATROBE, PA 15650",Westmoreland,344,2024,,,,,,,,,,,40.292322,-79.40436,False
346,New York University Washington Square,21-R-0118,Class R - Research Facility,Active,,OFFICE OF VETERINARY RESOURCES,"665 BROADWAY, SUITE 804","NEW YORK NEW YORK, NY 10012",New York,346,2024,,,,,,23.0,,,,,40.702341,-74.010262,False
347,Bucknell University,23-R-0046,Class R - Research Facility,Active,,DEPT OF BIOLOGY AND PSYCHOLOGY,,"LEWISBURG, PA 17837",Union,347,2024,,,,,,55.0,,,,,40.969642,-76.948072,True
348,Pennsylvania Western University (GRADUATE STUDIES & RESEARCH),23-R-0189,Class R - Research Facility,Active,,OFFICE OF GRANTS AND CONTRACTS,"250 UNIVERSITY AVENUE, CAMPUS BOX 17","CALIFORNIA, PA 15419",Washington,348,2024,27.0,36.0,,,6.0,,,,,,40.046955,-79.894985,False
350,Monell Chemical Senses Center,23-R-0088,Class R - Research Facility,Active,,3500 Market Street,,"Philadelphia, PA 19104",Philadelphia,350,2024,,,,,,,,,,,39.955743,-75.193059,False
352,Millennium Bioresearch Inc,23-R-0061,Class R - Research Facility,Active,,1765 WENTZ ROAD,P.O. BOX 178,"SPINNERSTOWN, PA 18967",Bucks,352,2024,,,287.0,,92.0,,,,,,0.0,0.0,False
353,Lehigh University,23-R-0064,Class R - Research Facility,Active,,Office Of The Vice President & Associate,Provost for Research & Graduate Studies,"BETHLEHEM, PA 18015",Northampton,353,2024,,,,,,,,,,,40.58883,-75.351958,False
357,Harcum College,23-R-0078,Class R - Research Facility,Active,,VET SERVICES BLDG,750 MONTGOMERY AVE,"BRYN MAWR, PA 19010",Delaware,357,2024,7.0,5.0,,,5.0,,,,,,40.023624,-75.329727,False
358,Jackson ImmunoResearch Labs Inc,23-R-0114,Class R - Research Facility,Active,,872 W Baltimore Pike,,"West Grove, PA 19390",Chester,358,2024,,,,,,,,,44.0,,39.823984,-75.867916,False
360,"Cocalico Biologicals, Inc.",23-R-0089,Class R - Research Facility,Active,,1683 Kramer Mill Road,,"Denver, PA 17517",Lancaster,360,2024,,,196.0,,8623.0,,1.0,,222.0,,40.207195,-76.095392,False
361,Magee Womens Research Institute,23-R-0090,Class R - Research Facility,Active,,204 CRAFT AVENUE,,"PITTSBURGH, PA 15213",Allegheny,361,2024,,2.0,,,46.0,8.0,,,,,40.436651,-79.962941,False
366,Altasciences Preclinical Scranton Inc,23-R-0107,Class R - Research Facility,Active,,130 Discovery Drive,Scott Technology Park,"Scott Township, PA 18447",Lackawanna,366,2024,331.0,,8.0,,647.0,65.0,,44.0,,,41.534112,-75.62797,False
369,Lampire Biological Laboratories Inc,23-R-0122,Class R - Research Facility,Active,,P.O. Box 270,,"Pipersville, PA 18947",Bucks,369,2024,,,20.0,20.0,2637.0,,457.0,,727.0,,40.43014,-75.1172,False
370,Wilson College (WILSON COLLEGE),23-R-0124,Class R - Research Facility,Active,,VETERINARY MEDICAL TECHNOLOGY,1015 PHILADELPHIA AVE,"CHAMBERSBURG, PA 17201",Franklin,370,2024,22.0,13.0,7.0,6.0,4.0,,,,8.0,,39.93759,-77.6611,False
371,Summit Ridge Biosystems Inc (SUMMIT RIDGE FARMS),23-R-0126,Class R - Research Facility,Active,,4526 State Route 2073,,"SUSQUEHANNA, PA 18847",Susquehanna,371,2024,1097.0,644.0,,,,,,,,,41.776391,-75.631135,True
373,Pocono Rabbit Farm & Laboratory Inc.,23-R-0141,Class R - Research Facility,Active,,306 Dutch Hill Rd,,"Canadensis, PA 18325",Monroe,373,2024,,,7.0,,258.0,,23.0,,,,41.211306,-75.254854,False
374,University of Scranton,23-R-0133,Class R - Research Facility,Active,,800 Linden Street,,"Scranton, PA 18510",Lackawanna,374,2024,,,,,,,,,,,41.40673,-75.658827,False
376,Delaware Valley University,23-R-0135,Class R - Research Facility,Active,,700 E. BUTLER AVE.,,"DOYLESTOWN, PA 18901",Bucks,376,2024,,8.0,43.0,78.0,31.0,,,,,,40.298334,-75.158103,False
380,West Chester University,23-R-0143,Class R - Research Facility,Active,,155 University Ave,SECC 347,"West Chester, PA 19383",Chester,380,2024,,,,,,,,,,,39.951595,-75.601607,False
389,State University of New York (SCHOOL OF MEDICINE AT BUFFALO),21-R-0051,Class R - Research Facility,Active,,"LEVEL 3, AML FAC 116 BIO MD BL",3435 MAIN STREET,"BUFFALO, NY 14214",Erie,389,2024,,,,336.0,100.0,,58.0,163.0,,,42.940107,-78.835256,True
390,Suny College Of Technology,21-R-0053,Class R - Research Facility,Active,,454 DELHI DRIVE,,"DELHI, NY 13753",Delaware,390,2024,28.0,51.0,,,46.0,4.0,56.0,,65.0,,42.267713,-74.924363,False
393,University at Albany-State University of New York,21-R-0065,Class R - Research Facility,Active,,"1400 Washington Ave, MSC 100 E",Office of Regulatory and Research Compliance,"Albany, NY 12222",Albany,393,2024,,,,,,,,,,,42.689499,-73.820235,False
394,Albert Einstein College Of Medicine (YESHIVA UNIVERSITY),21-R-0132,Class R - Research Facility,Active,,1300 MORRIS PARK AVE,SUITE 312,"BRONX, NY 10461",Bronx,394,2024,,,,,618.0,10.0,,,,,40.850969,-73.844361,False
398,Rochester General Hospital,21-R-0140,Class R - Research Facility,Active,,1425 PORTLAND AVENUE,,"ROCHESTER, NY 14621",Monroe,398,2024,,,,,,,,6.0,,,43.192365,-77.58893,False
399,St Lawrence University,21-R-0141,Class R - Research Facility,Active,,Deans Office/Vilas Hall 23 Romoda Drive,,"Canton, NY 13617",St. Lawrence,399,2024,6.0,,,,,,,,,,44.596316,-75.155697,False
400,NY State Dept Of Health And Health Research,21-R-0124,Class R - Research Facility,Cancelled,,WADSWORTH CENTER NYS DEPT OF HEALTH  PO BOX 22002,,"ALBANY, NY 12201",Albany,400,2024,,,,,,,,,,,42.614852,-73.970812,False
401,Syracuse University,21-R-0128,Class R - Research Facility,Active,,OFFICE OF RESEARCH INTEGRITY & PROTECTIONS,100 COLLEGE PLACE,"SYRACUSE, NY 13244",Onondaga,401,2024,,,,,,,,,,,43.037716,-76.139646,False
403,Siena College,21-R-0170,Class R - Research Facility,Active,,515 LOUDON ROAD,,"LOUDONVILLE, NY 12211",Albany,403,2024,,,,,,,,,,,42.716933,-73.753475,False
413,"Orentreich Foundation For The Advancement Of Science, Inc.",21-R-0179,Class R - Research Facility,Active,,855 ROUTE 301,,"COLD SPRING, NY 10516",Putnam,413,2024,,,,,,,,,,,41.436612,-73.869615,False
418,Vassar College,21-R-0260,Class R - Research Facility,Active,,124 Raymond Ave Box 4,,"Poughkeepsie, NY 12604",Dutchess,418,2024,,,,,,,,,,,41.686518,-73.897729,False
423,Michigan Technological University,34-R-0142,Class R - Research Facility,Active,,1400 Townsend Drive,,"Houghton, MI 49931",Houghton,423,2024,,,,,2.0,,,,,,47.116404,-88.539277,False
424,Northern Michigan University,34-R-0121,Class R - Research Facility,Active,,1401 Presque Isle Avenue,,"Marquette, MI 49855",Marquette,424,2024,,,,,,,,,,,46.556718,-87.396306,False
431,US Department Of The Interior (U.S Geological Survey),10-F-0008,Class F - Federal Research Facility,Active,,"OFFICE OF ECOSYSTEMS, US GEO SURVEY","12201 SUNRISE VALLEY DR, MS 300","HERNDON, VA 20192",Fairfax,431,2024,,,,,,,,,,,38.831813,-77.288755,False
432,Uniformed Services University Of Health Sciences (CLAM),51-F-0001,Class F - Federal Research Facility,Active,,4301 JONES BRIDGE RD,,"BETHESDA, MD 20814",Montgomery,432,2024,,,,,4.0,86.0,2.0,172.0,,,39.000326,-77.083664,False
435,The City College Medical School Of Cuny,21-R-0078,Class R - Research Facility,Active,,CONVENT AVE & 138TH ST,SCIENCE BLDG ANNEX - MR ANNEX,"NEW YORK NEW YORK, NY 10031",New York,435,2024,,,,,,,,,,,40.702341,-74.010262,False
436,US ARMY Public Health Center,51-F-0005,Class F - Federal Research Facility,Active,,8300 Ricketts Point Rd.,"Bldg. E-2850, Room 3100R","ABERDEEN PROV GRND, MD 21010",Harford,436,2024,,,,,,,4.0,,,,39.386854,-76.288478,False
437,US Army Med Research Inst Of Chemical Defense,51-F-0006,Class F - Federal Research Facility,Active,,COMMANDER,3100 RICKETTS POINT ROAD,"ABERDEEN PROV GRND, MD 21010",Harford,437,2024,,,237.0,,,49.0,,167.0,,,39.499909,-76.231177,False
438,National Cancer Institute At Frederick,51-F-0008,Class F - Federal Research Facility,Active,,BUILDING 1021,PO BOX B,"FREDERICK, MD 21702",Frederick,438,2024,,,,,,,,,,,39.428319,-77.420712,False
439,Walter Reed Army Institute Of Research,10-F-0002,Class F - Federal Research Facility,Active,,"DIV. OF VETERINARY MEDICINE, BLDG 511",503 ROBERT GRANT AVE,"SILVER SPRING, MD 20910",Montgomery,439,2024,,,28.0,106.0,123.0,193.0,3.0,73.0,,,38.993176,-77.012658,False
441,National Institute Of Health,51-F-0016,Class F - Federal Research Facility,Active,,"31 CENTER DRIVE, ROOM B1C37",OFFICE OF ANIMAL CARE AND USE,"BETHESDA, MD 20892",Montgomery,441,2024,27.0,,1037.0,1811.0,300.0,2354.0,,113.0,,,39.004304,-77.100949,False
442,Operational Toxicology Branch (Air Force Research Laboratory),31-F-0002,Class F - Federal Research Facility,Active,,711 H P W / R H D V - W P,,"WRIGHT-PATTERSON AFB, OH 45433",Greene,442,2024,,,,,,,,,,,39.815581,-84.040333,False
445,Columbia University,21-R-0082,Class R - Research Facility,Active,,630 WEST 168TH ST,BOX 64,"NEW YORK NEW YORK, NY 10032",New York,445,2024,,,77.0,116.0,34.0,161.0,2.0,169.0,,,40.841287,-73.941315,False
446,U.S. Army Research Institute of Environmental Medicine (USARIEM),14-F-0002,Class F - Federal Research Facility,Active,,10 General Greene Avenue,BLDG 42 Room 318,"NATICK, MA 01760",Middlesex,446,2024,,,,,,,,,,,42.290756,-71.363624,False
448,Nathan S Kline Institute For Psych Res,21-R-0084,Class R - Research Facility,Active,,140 OLD ORANGEBURG RD,,"ORANGEBURG, NY 10962",Rockland,448,2024,,,,,,25.0,,,,,41.049259,-73.969508,False
451,U.S. ENVIRONMENTAL PROTECTION AGENCY (NATIONAL EXPOSURE RESEARCH LAB),31-F-0003,Class F - Federal Research Facility,Active,,26 W. ML KING DRIVE,,"CINCINNATI, OH 45268",Hamilton,451,2024,,,,,,,,,,,39.136359,-84.510801,False
452,US Army Edgewood Chemical Biological CTR,51-F-0019,Class F - Federal Research Facility,Active,,BLDG E3150  ATTN:  AMSRD-ECB-RT-TV,,"ABERDEEN PROV GRND, MD 21010",Harford,452,2024,22.0,,163.0,,9.0,,,,,,39.499909,-76.231177,False
454,Westhaven VA Medical Center (689),16-V-0002,Class V - Veteran's Administration Hospital,Active,,Research Dept.,950 Campbell Avenue,"West Haven, CT 06516",New Haven,454,2024,,,,,,,,,,,41.272452,-72.940335,False
458,LaGuardia Community College,21-R-0089,Class R - Research Facility,Active,,"31-10 Thomson Avenue, Room C252",Veterinary Tech Program,"LONG ISLAND CITY, NY 11101",Queens,458,2024,16.0,8.0,,,9.0,,,,,,40.744755,-73.934895,False
465,New York University School of Medicine DCM,21-R-0092,Class R - Research Facility,Active,,"Div of Comparative Medicine, 1 Park Ave, 6th floor",,"New York, NY 10016",New York,465,2024,,,,176.0,129.0,,,2.0,,,40.745985,-73.981844,False
472,Manor College,23-R-0043,Class R - Research Facility,Active,,VET TECH PROG 700 FOX CHASE RD,,"JENKINTOWN, PA 19046",Montgomery,472,2024,,,,,7.0,,,,,,40.087213,-75.104868,False
482,Washington and Lee University,52-R-0013,Class R - Research Facility,Active,,PARMLY HALL,,"LEXINGTON, VA 24450",Lexington City,482,2024,,,,,,,,,,,37.767288,-79.4549,False
483,Northern Virginia Community College,21-R-0255,Class R - Research Facility,Active,,"21200 Campus Drive, LA Building",,"STERLING, VA 20164",Loudoun,483,2024,49.0,31.0,,,,,,,,,39.028749,-77.391916,False
492,VA Polytechnic Institute & State University,52-R-0012,Class R - Research Facility,Active,,"300 TURNER STREET N.W., SUITE 4120",,"BLACKSBURG, VA 24061",Montgomery,492,2024,25.0,,131.0,22.0,,,,183.0,143.0,,37.233061,-80.421005,True
493,Virginia Commonwealth University,52-R-0124,Class R - Research Facility,Active,,DIVISION OF ANIMAL RESOURCES,1101 E MARSHALL ST,"RICHMOND, VA 23298",Richmond,493,2024,,,6.0,,191.0,,,20.0,,,37.540646,-77.431555,False
494,Old Dominion University,52-R-0009,Class R - Research Facility,Active,,"Office Of Research, 1 Old Dominion University",,"Norfolk, VA 23529",Norfolk City,494,2024,,,,,9.0,,,,,,36.931166,-76.23972,True
495,University Of Virginia,52-R-0011,Class R - Research Facility,Active,,PO BOX 400301,OFFICE OF THE VICE PRESIDENT FOR RESEARCH,"CHARLOTTESVILLE, VA 22904",Charlottesville City,495,2024,,,,61.0,97.0,,,187.0,,,38.026588,-78.48045,False
496,Blue Ridge Community College,52-R-0001,Class R - Research Facility,Active,,PO Box 80,,"Weyers Cave, VA 24486",Augusta,496,2024,10.0,21.0,2.0,,2.0,,,,8.0,,38.28347,-78.91152,False
497,Eastern Virginia Medical School,52-R-0003,Class R - Research Facility,Cancelled,,"358 Mowbray Arch, PO Box 1980",,"Norfolk, VA 23501",Norfolk City,497,2024,,,,,18.0,28.0,,,,,36.856453,-76.294839,False
498,George Mason University,52-R-0004,Class R - Research Facility,Active,,4400 UNIVERSITY DR MS 6D5,Office of Research Integrity and Assurance,"FAIRFAX, VA 22030",Fairfax,498,2024,,,,4.0,,,,,,,38.8344,-77.310794,False
502,"Westmoreland Testing And Research, Inc.",23-R-0049,Class R - Research Facility,Active,,P.O. BOX 291,,"SCOTTDALE, PA 15683",Westmoreland,502,2024,,,66.0,,,,,,,,40.10035,-79.58698,False
503,Lake Immunogenics Inc,21-R-0095,Class R - Research Facility,Active,,348 Berg Road,,"Ontario, NY 14519",Wayne,503,2024,,,,,,,,,85.0,,43.240807,-77.361611,False
513,Biomedical Research Institute,51-R-0050,Class R - Research Facility,Active,,9410 Key West Avenue,,"Rockville, MD 20850",Montgomery,513,2024,,,,101.0,,,,,,,39.102794,-77.192659,False
515,University of Massachusetts Amherst,14-R-0036,Class R - Research Facility,Active,,217 Mass Venture Center 100 Venture Way,,"Hadley, MA 01035",Hampshire,515,2024,23.0,8.0,,285.0,2.0,25.0,22.0,,30.0,,42.356804,-72.576613,True
522,Western Michigan University,34-R-0161,Class R - Research Facility,Active,,"Office of Research and Innovation, 1903 W MICHIGAN AVE",,"KALAMAZOO, MI 49008",Kalamazoo,522,2024,,,,,,,,,,,42.284895,-85.610501,False
528,Cornell University,21-R-0119,Class R - Research Facility,Active,,Office Of Research Integrity And Assurance,395 Pine Tree Road Suite 320,"Ithaca, NY 14850",Tompkins,528,2024,198.0,79.0,,134.0,13.0,,39.0,41.0,586.0,,42.402794,-76.483999,True
537,Roswell Park Comprehensive Cancer Center,21-R-0199,Class R - Research Facility,Active,,Elm & Carlton Streets,,"Buffalo, NY 14263",Erie,537,2024,6.0,1.0,,,3.0,,,6.0,,,42.768413,-78.887094,False
542,Mayo Clinic,41-R-0006,Class R - Research Facility,Active,,1997 GUGGENHEIM 200 FIRST ST SW,,"ROCHESTER, MN 55905",Olmsted,542,2024,33.0,,,48.0,319.0,,50.0,586.0,,,44.055948,-92.525906,False
547,University of Minnesota,41-R-0005,Class R - Research Facility,Active,,RESEARCH ANIMAL RESOURCES,,"MINNEAPOLIS, MN 55455",Hennepin,547,2024,4.0,3.0,396.0,353.0,50.0,242.0,235.0,474.0,100.0,,44.971814,-93.233696,False
549,Swarthmore College,23-R-0020,Class R - Research Facility,Active,,500 College Ave.,,"Swarthmore, PA 19081",Delaware,549,2024,,,,,,,,,,,39.90629,-75.350949,False
550,Ridgewater College,41-R-0042,Class R - Research Facility,Active,,2101 15TH AVE N W,,"WILLMAR, MN 56201",Kandiyohi,550,2024,,,5.0,,,,,,,,45.139121,-95.07176,False
552,"Cardiac Pacemakers, Inc (A Boston Scientific Company)",41-R-0022,Class R - Research Facility,Active,,4100 Hamline Avenue North E100,,"Arden Hills, MN 55112",Ramsey,552,2024,60.0,,,,,,17.0,307.0,,,45.067286,-93.151132,False
554,Edward Hines Jr VA Hospital (151),33-V-0004,Class V - Veteran's Administration Hospital,Active,,5000 South 5th Ave,,"Hines, IL 60141",Cook,554,2024,,,3.0,,,,,,,,41.853148,-87.838812,False
556,VA Medical Center (618),41-V-0001,Class V - Veteran's Administration Hospital,Active,,ONE VETERANS DRIVE,,"MINNEAPOLIS, MN 55417",Hennepin,556,2024,,,,,,,,4.0,,,44.901622,-93.205766,False
558,Medtronic  Physiological Research Laboratories,41-R-0015,Class R - Research Facility,Active,,11520 YELLOW PINE STREET NW,,"COON RAPIDS, MN 55448",Anoka,558,2024,26.0,,,,267.0,,158.0,313.0,,,45.180043,-93.301143,False
559,Health Partners Institute,41-R-0003,Class R - Research Facility,Cancelled,,MAIL STOP 23302R,PO BOX 1524,"MINNEAPOLIS, MN 55440",Hennepin,559,2024,,,,,,,,,,,45.015914,-93.47188,False
561,3M Company,41-R-0008,Class R - Research Facility,Cancelled,,3M Center Bldg,BUILDING 270-1S-05,"Maplewood, MN 55144",Ramsey,561,2024,,,,,,,,18.0,,,45.014551,-93.025535,False
565,Kennelwood Inc.,33-R-0103,Class R - Research Facility,Active,,PO Box 6285,,"Champaign, IL 61826",Champaign,565,2024,123.0,89.0,,,,,,,,,40.10789,-88.244266,False
566,University Of Illinois At Chicago (College of Medicine at Rockford),33-R-0104,Class R - Research Facility,Active,,1601 Parkview Avenue,,"Rockford, IL 61107",Winnebago,566,2024,,,,,,,,,,,42.284416,-89.055269,False
568,"Pharmichem Testing Services, Inc.",33-R-0150,Class R - Research Facility,Active,,17501 W. DUVAN DRIVE,,"TINLEY PARK, IL 60477",Cook,568,2024,,,,,40.0,,,,,,41.572666,-87.801275,False
571,Parkland College,33-R-0100,Class R - Research Facility,Active,,2400 W. BRADLEY AVENUE,,"CHAMPAIGN, IL 61821",Champaign,571,2024,8.0,10.0,3.0,,3.0,,,,,,40.131895,-88.289969,False
